"externalId","productCost","productStock"
"265656VNS1","1019.46","17985"
"145828VNS1","2022.26","24000"
"111397VNS1","20555.94","5950"
"139322VNS1","19733.7","6500"
"097035VNS1","5916.78","19990"
"030063VNS1","2204.92","2305"
