"Order Id","QBListID","QBSales Order","AccountCode","AccountName","taxCode","Amount","Address","City","State","PostalCode","Country","bAddress","bCity","bState","bPostalCode","bCountry","SalesAgent","SalesUit","SalesAgentCode","Term","TermId","TermDate"
"801J2000000MMvkIAG",,"SF25010429","201007","CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ ANH TRANG ĐỨC",,"4794000","Chợ Văn La","Hà Đông","Hà Nội",,"Việt Nam","Chợ Văn La","Hà Đông","Hà Nội",,"Việt Nam",,,,,
