"Order Id","Product Code","External Id","Quantity","Sales U/M","UnitPrice","ListPrice","ProductName","Conversion","Vat"
"801Ik000000HDIJIA4","101275","101275VNS1","10","Bộ / PC","47000","47000","BẤM KIM ELEPHANT 10 HS-10EN","10","10"
"801Ik000000HDIJIA4","161422","161422VNS1","10","Bộ / PC","43000","43000","BẤM KIM ELEPHANT 10 HS-E10 NEON","10","10"
"801Ik000000HDIJIA4","080440","080440VNS1","10","Bộ / PC","43000","43000","BẤM KIM ELEPHANT 10 HS-E10","10","8"
