"Order Id","QBListID","QBSales Order","AccountCode","AccountName","taxCode","Amount","Address","City","State","PostalCode","Country","bAddress","bCity","bState","bPostalCode","bCountry","SalesAgent","SalesUit","SalesAgentCode","Term"
"801Ik000000HDIJIA4",,"SF24090082","108001","CÔNG TY TNHH THƯƠNG MẠI ĐẦU TƯ PHÁT TRIỂN HOÀNG THIÊN PHÚC",,"1330000","18/51 TRẦN QUANG DIỆU, PHƯỜNG 14, QUẬN 3","THÀNH PHỐ HỒ CHÍ MINH",,,"VIỆT NAM","18/51 TRẦN QUANG DIỆU, PHƯỜNG 14, QUẬN 3","THÀNH PHỐ HỒ CHÍ MINH",,,"VIỆT NAM","VN-005 Luong Nguyen Duc Trung","Sales&Marketing - HN","VN-005","Net 30"
